Index,Authors,Title,Year,Source title,DOI,Link,Abstract,Author Keywords,Index Keywords,Document Type,Source,EID,RQ1 - Interaction Input - Verbal,RQ1 - Interaction Input - Camera ,RQ1 - Interaction Input - Tactile,RQ1 - Interaction Input - Gestural,RQ1 - Interaction Input - Mechanical,RQ1 - Interaction Input - Orientational,RQ1 - Interaction Input - Contextual,RQ1 - Output modality - Audio,RQ1 - Output modality - Visual,RQ1 - Output modality - Motion ,RQ1 - Output modality - Gustation,RQ1 - Output modality - Thermoception,RQ1 - Scalar attributes - Morphable ,RQ1 - Scalar attributes - Customisability,RQ1 - Scalar attributes - Automaticity,RQ1 - Scalar attributes - Expressivity,RQ1 - Scalar attributes - Adaptive,RQ1 - Scalar attributes - Practicality,RQ1 - Scalar attributes - Combined ,RQ1 - Scalar attributes - Parallel ,RQ1 - Layout - Symbols ,RQ1 - Layout - Pictographic ,RQ1 - Layout - Text,RQ1 - Layout - Animation / video,RQ1 - Layout - Grid ,RQ1 - Layout - VSDs,RQ1 - Layout - Novel,RQ1 - Layout - No layout,RQ1 - Communication type  - Verbal ,RQ1 - Communication type  - Nonverbal,RQ1 - Scenarios and communication partners - Fellow AC ,RQ1 - Scenarios and communication partners - Family or friends ,RQ1 - Scenarios and communication partners - Professionals  ,RQ1 - Scenarios and communication partners - Groups ,RQ1 - Scenarios and communication partners - Strangers ,RQ1 - Scenarios and communication partners - Anyone  ,RQ1 - Scenarios and communication partners - Virtual ,RQ1 - Scenarios and communication partners - Unclear ,RQ1 - Communication model - Linear ,RQ1 - Communication model - Interactive ,RQ1 - Communication model - Transactional ,RQ2 - User study method - Controlled experiment ,RQ2 - User study method - Randomized control trial,RQ2 - User study method - Survey,RQ2 - User study method - Usability testing ,RQ2 - User study method - Interviews,RQ2 - User study method - Focus groups,RQ2 - User study method - Case study,RQ2 - User study method - Field study,RQ2 - User study method - Workshop,RQ2 - User study method - Other ,RQ2 - User study location - No user study ,RQ2 - User study location - Near/at researchers lab ,"RQ2 - User study location - Home, residence or school",RQ2 - User study location - Neutral location ,RQ2 - User study location - Online/remote ,RQ2 - User study location - Other,RQ2 - Participatory design - Yes ,RQ2 - Participatory design - No,RQ2 - Contribution type - Empirical ,RQ2 - Contribution type - Artifact ,RQ2 - Contribution type - Methodological ,RQ2 - Contribution type - Theoretical and opinion,RQ2 - Contribution type - Dataset ,RQ2 - Contribution type - Survey ,RQ2 - Use of commercial AAC  - Yes,RQ2 - Use of commercial AAC  - No,RQ3 - Community of Focus  - BVI,RQ3 - Community of Focus  - DHH,RQ3 - Community of Focus  - Motor,RQ3 - Community of Focus  - Autism,RQ3 - Community of Focus  - IDD,RQ3 - Community of Focus  - Other cognitive,RQ3 - Community of Focus  - Older adults,RQ3 - Community of Focus  - General disability,RQ3 - Community of Focus  - Other,RQ3 - Participant groups  - No user study,RQ3 - Participant groups  -  People with disabilities,RQ3 - Participant groups  - People without disabilities,RQ3 - Participant groups  - Specialists,RQ3 - Participant groups  - Caregivers,RQ3 - Use of proxies - Yes ,RQ3 - Use of proxies - No,RQ3 - Ability based comparison - Yes ,RQ3 - Ability based comparison - No ,Analytics - Device name ,Analytics - Community names ,Analytics - Total number of participants 
201,"Bartlett M.R., Fink R.B., Schwartz M.F., Linebarger M.",Informativeness ratings of messages created on an AAC processing prosthesis,2007,Aphasiology,10.1080/02687030601154167,https://www.scopus.com/inward/record.uri?eid=2-s2.0-34247556432&doi=10.1080%2f02687030601154167&partnerID=40&md5=93695442445d4b5cb6c44521ca872685,"Background: SentenceShaper™ (SSR) is a computer program that supports spoken language production in aphasia by recording and storing the fragments that the user speaks into the microphone, making them available for playback and allowing them to be combined and integrated into larger structures (i.e., sentences and narratives). A prior study that measured utterance length and grammatical complexity in story-plot narratives produced with and without the aid of SentenceShaper demonstrated an ""aided effect"" in some speakers with aphasia, meaning an advantage for the narratives that were produced with the support of this communication aid (Linebarger, Schwartz, Romania, Kohn, & Stephens, 2000). The present study deviated from Linebarger et al.'s methods in key respects and again showed aided effects of SentenceShaper in persons with aphasia. Aims: Aims were (1) to demonstrate aided effects in ""functional narratives"" conveying hypothetical real-life situations from a first person perspective; (2) for the first time, to submit aided and spontaneous speech samples to listener judgements of informativeness; and (3) to produce preliminary evidence on topic-specific carryover from SentenceShaper, i.e., carryover from an aided production to a subsequent unaided production on the same topic. Methods & Procedures: Five individuals with chronic aphasia created narratives on two topics, under three conditions: Unaided (U), Aided (SSR), and Post-SSR Unaided (Post-U). The 30 samples (5 participants, 2 topics, 3 conditions) were randomised and judged for informativeness by graduate students in speech-language pathology. The method for rating was Direct Magnitude Estimation (DME). Outcomes & Results: Repeated measures ANOVAs were performed on DME ratings for each participant on each topic. A main effect of Condition was present for four of the five participants, on one or both topics. Planned contrasts revealed that the aided effect (SSR > U) was significant in each of these cases. For two participants, there was also topic-specific carryover (Post-U > U). Conclusions: Listeners judged functional narratives generated on SentenceShaper to be more informative than comparable narratives spoken spontaneously. This extends the evidence for aided effects of SentenceShaper. There was also evidence, albeit weaker, for topic-specific carryover, suggesting that the program might be used effectively to practise for upcoming face-to-face interactions.",,adult; analysis of variance; aphasia; article; biomedical technology assessment; clinical article; clinical trial; communication skill; communication software; computer assisted therapy; controlled clinical trial; controlled study; facilitated communication; female; human; interrater reliability; intrarater reliability; language processing; machine learning; male; outcome assessment; phonetics; randomized controlled trial; speech discrimination; speech therapy,Article,Scopus,2-s2.0-34247556432,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,Sentence Shaper,Aphasia ,18
202,Renblad K.,The potential for advanced technologies to broaden the outreach and social network of persons with mental retardation. A literature study,1999,Technology and Disability,10.3233/tad-1999-10306,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0032828565&doi=10.3233%2ftad-1999-10306&partnerID=40&md5=515561f52cec1e224e980e56f9cf6fe6,"Much research has been carried out on people and their social networks during the past 30 years. The literature describes the function and necessity of social networks. Studies about persons with mental retardation and their social network show that they typically have a limited social network, in modern society, communication and information technology play an important role in interaction with others and in maintaining a social network. The purpose of this review article is to highlight and discuss the potential of advanced technologies, focusing on telecommunication, to broaden the outreach and social network of persons with mental retardation. The literature suggests Advanced technology has a potential to broaden the social network of persons with mental retardation.",Augmentative and alternative communication (AAC); Communicative assessment; Mental retardation; Social network; Telecommunication,article; human; information system; mental deficiency; social interaction; technology; telecommunication,Article,Scopus,2-s2.0-0032828565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,n/a ,Developmmental disabilities ,n/a 
203,"Scull J., Hill L.",A Computerized Communication Message Preparation Program that Learns the Users Vocabulary,1988,Augmentative and Alternative Communication,10.1080/07434618812331274597,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0002256909&doi=10.1080%2f07434618812331274597&partnerID=40&md5=2327ef2434c617af3ba7020436689844,"This article describes the evaluation of an efficient augmentative and alternative communication program for a microcomputer that considers the features of speed, flexibility, expense, and vocabulary preparation time. The program uses frequency-based prediction algorithms and menu selection to reduce word cost while maintaining complete vocabulary flexibility. Two studies of how this program affected word cost and a third study in which the program was field tested with an augmentative communication user are repotted. The research highlights the interdependence of word cost and selection time in determining communication rate. © 1988, Informa UK Ltd. All rights reserved.",aided approach; computer assisted communication; message preparation; typing; word processing; written communication,,Article,Scopus,2-s2.0-0002256909,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,Cued Typing,Cerebral Palsy,1
204,Waller A.,Telling tales: unlocking the potential of AAC technologies,2019,International Journal of Language and Communication Disorders,10.1111/1460-6984.12449,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059274751&doi=10.1111%2f1460-6984.12449&partnerID=40&md5=a239d67f1a32f15738f1c5f65ed7946b,"Augmentative and alternative communication (AAC) has been transformed by the social media revolution made possible by the emergence of mobile technology. The cumbersome dedicated devices of the 1970s have evolved into a burgeoning AAC app industry. However, the limited use and abandonment of AAC technologies remains high. Unlocking the untapped potential of technology requires a paradigm shift in the design of AAC technologies by building systems that minimize the cognitive load placed on users, adapting to their individual physical and language needs. Telling Tales shares insights and stories of how the combination of user-centred design, interdisciplinary research and the application of intelligent computing is providing a vision of future generations of AAC technologies. © 2018 The Authors International Journal of Language & Communication Disorders published by John Wiley & Sons Ltd on behalf of Royal College of Speech and Language Therapists",,article; human; human experiment; interdisciplinary research; language; social media; vision; communication aid; computer interface; interpersonal communication; language; Communication; Communication Aids for Disabled; Humans; Language; User-Computer Interface,Note,Scopus,2-s2.0-85059274751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,n/a ,n/a,n/a
205,"Trembath D., Balandin S., Stancliffe R.J., Togher L.",'Communication is Everything:' the experiences of volunteers who use AAC,2010,AAC: Augmentative and Alternative Communication,10.3109/07434618.2010.481561,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77952915992&doi=10.3109%2f07434618.2010.481561&partnerID=40&md5=fe310bbb0324d419d7f86ffe7c013227,"The aim of this study was to explore the impact that using augmentative and alternative communication (AAC) had on the experiences of 24 adults with lifelong disabilities who worked as volunteers. This research forms part of a larger qualitative study of volunteering amongst adults who use AAC. Based on in-depth interviews and grounded theory analysis, the results indicate that communication is central to successful volunteering and, in particular, that access to AAC has the potential to provide valuable support to individuals with complex communication needs who want to volunteer. However, a number of barriers must be addressed in order for this potential to be achieved. Strategies for promoting and supporting adults who use AAC and want to volunteer are discussed. © 2010 International Society for Augmentative and Alternative Communication.",Adult; Augmentative communication; Disability; Volunteer,"Augmentative communication; Augmentative-and-alternative communication; Complex communication needs; Grounded theory; In-depth interviews; Qualitative study; Communication; Handicapped persons; Human rehabilitation engineering; adult; article; communication aid; female; human; interpersonal communication; interview; linguistics; male; middle aged; psychological aspect; psychological model; reading; speech; voluntary worker; Adult; Communication; Communication Aids for Disabled; Female; Humans; Interviews as Topic; Male; Middle Aged; Models, Psychological; Reading; Speech; Vocabulary; Voluntary Workers; Young Adult",Article,Scopus,2-s2.0-77952915992,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,n/a ,AAC users,24
206,"Caron J., Light J., Davidoff B.E., Drager K.D.R.",Comparison of the effects of mobile technology AAC apps on programming visual scene displays,2017,AAC: Augmentative and Alternative Communication,10.1080/07434618.2017.1388836,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85031892707&doi=10.1080%2f07434618.2017.1388836&partnerID=40&md5=41c9bd1ee4c256c42161e1d3ee285d63,"Parents and professionals who work with individuals who use augmentative and alternative communication (AAC) face tremendous time pressures, especially when programming vocabulary in AAC technologies. System design (from programming functions to layout options) necessitates a range of skills related to operational competence and can impose intensive training demands for communication partners. In fact, some AAC applications impose considerable learning demands, which can lead to increased time to complete the same programming tasks. A within-subject design was used to investigate the comparative effects of three visual scene display AAC apps (GoTalk Now, AutisMate, EasyVSD) on the programming times for three off-line programming activities, by adults who were novices to programming AAC apps. The results indicated all participants were able to create scenes and add hotspots during off-line programming tasks with minimal self-guided training. The AAC app that had the least number of programming steps, EasyVSD, resulted in the fastest completion times across the three programming tasks. These results suggest that by simplifying the operational requirements of AAC apps the programming time is reduced, which may allow partners to better support individuals who use AAC. © 2017 International Society for Augmentative and Alternative Communication.",Applications (apps); augmentative and alternative communication; complex communication needs; mobile technology; visual scene displays,Personnel training; Telecommunication equipment; Augmentative-and-alternative communication; Communication partners; Complex communication needs; Mobile Technology; Off line programming; Operational requirements; Programming tasks; Visual scene; Human rehabilitation engineering; adult; female; human; human experiment; male; communication aid; communication disorder; comparative study; information processing; learning; middle aged; mobile application; vocabulary; young adult; Adult; Communication Aids for Disabled; Communication Disorders; Data Display; Female; Humans; Learning; Male; Middle Aged; Mobile Applications; Vocabulary; Young Adult,Article,Scopus,2-s2.0-85031892707,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,"GoTalk Now, AutisMate, EasyVSD ",Adults programming AAC ,10
207,"Sobel K., Fiannaca A., Campbell J., Kulkarni H., Paradiso A., Cutrell E., Morris M.R.",Exploring the design space of AAC awareness displays,2017,Conference on Human Factors in Computing Systems - Proceedings,10.1145/3025453.3025610,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044853541&doi=10.1145%2f3025453.3025610&partnerID=40&md5=967d3f737a3e771107562b1a6a0b3669,"Augmentative and alternative communication (AAC) devices are a critical technology for people with disabilities that affect their speech. One challenge with AAC systems is their inability to portray aspects of nonverbal communication that typically accent, complement, regulate, or substitute for verbal speech. In this paper, we explore the design space of awareness displays that can supplement AAC devices, considering their output features and their effects on the perceptions of interlocutors. Through designing prototypes and getting feedback on our designs from people with ALS, their primary caregivers, and other communication partners, we consider (1) the consistent tensions that arose between ab-stractness and clarity in meaning for these designs and (2) the ways in which these designs can further mark users as ""other."" Overall, we contribute a generative understanding of designing AAC awareness displays to augment and contex-tualize communication. © 2017 ACM.",AAC; Accessibility; ALS; Awareness displays; Conversational awareness; Conversational flow; Disability; Emotion expression; Nonverbal communication,Aluminum; Display devices; Human engineering; Human rehabilitation engineering; Accessibility; Conversational awareness; Conversational flow; Disability; Emotion expression; Non-verbal communications; Speech communication,Conference Paper,Scopus,2-s2.0-85044853541,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,AAC awareness display,AAC users,24
208,"Binger C., Kent-Walsh J., King M., Webb E., Buenviaje E.",Early Sentence Productions of 5-Year-Old Children Who Use Augmentative and Alternative Communication,2017,Communication Disorders Quarterly,10.1177/1525740116655804,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019206970&doi=10.1177%2f1525740116655804&partnerID=40&md5=c2a4318ef60efa03688292a11d058c16,"Four 5-year-old children with receptive language within normal limits and who required augmentative and alternative communication (AAC) received instruction in producing six different semantic-syntactic structures (three treatment and three generalization targets). Participants accessed single-meaning graphic symbols using an AAC app on an iPad to create their messages. A single-case, multiple probe across targets design was used to assess the progress of each participant, and supplementary measures including self-corrections and error types were analyzed. Three participants mastered all six targets during baseline, with a fourth mastering four of six targets in baseline. In contrast to prior reports, findings from the current study indicate that some young children who require AAC can learn to produce rule-based messages using single-meaning graphic symbols rapidly and with minimal instruction. Careful attention to participant characteristics and task demands are required in future research to further refine approaches to teaching young participants to produce rule-based graphic symbol messages. © Hammill Institute on Disabilities 2016.",augmentative and alternative communication (AAC); intervention; language; preschoolers; semantic-syntactic categories; syntax,accuracy; Article; attention; child; communication aid; comprehension; facilitated communication; female; human; human experiment; language ability; language test; linguistics; male; normal human; outcome assessment; preschool child; priority journal; school child; self monitoring; semantics; speech disorder; speech intelligibility; task performance; word processing,Article,Scopus,2-s2.0-85019206970,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,"Proloquo2Go, iPad ",Children,4
209,"Pullin G., Hennig S.",17 ways to say yes: Toward nuanced tone of voice in AAC and speech technology,2015,AAC: Augmentative and Alternative Communication,10.3109/07434618.2015.1037930,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84929610949&doi=10.3109%2f07434618.2015.1037930&partnerID=40&md5=129cfee66da263a79cb51dec573f402a,"People with complex communication needs who use speech-generating devices have very little expressive control over their tone of voice. Despite its importance in human interaction, the issue of tone of voice remains all but absent from AAC research and development however. In this paper, we describe three interdisciplinary projects, past, present and future: The critical design collection Six Speaking Chairs has provoked deeper discussion and inspired a social model of tone of voice; the speculative concept Speech Hedge illustrates challenges and opportunities in designing more expressive user interfaces; the pilot project Tonetable could enable participatory research and seed a research network around tone of voice. We speculate that more radical interactions might expand frontiers of AAC and disrupt speech technology as a whole. © 2015 Informa UK Ltd.",Expressiveness; Interaction design; Intonation; Participatory design; Speech-generating devices,Complex networks; Speech; User interfaces; Expressiveness; Interaction design; Intonation; Participatory design; Speech generating devices; Speech communication; communication aid; Communication Disorders; equipment design; human; interpersonal communication; participatory research; pilot study; speech; voice; Communication; Communication Aids for Disabled; Communication Disorders; Community-Based Participatory Research; Equipment Design; Humans; Pilot Projects; Speech; Voice,Review,Scopus,2-s2.0-84929610949,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,"Speech Hedge, Tonetable ",AAC users,n/a 
210,"Wallace S.E., Hux K.",Effect of two layouts on high technology AAC navigation and content location by people with aphasia,2014,Disability and Rehabilitation: Assistive Technology,10.3109/17483107.2013.799237,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84893967231&doi=10.3109%2f17483107.2013.799237&partnerID=40&md5=a27428f8a85e2e93c9cfdf7b5103421b,"Purpose: Navigating high-technology augmentative and alternative communication (AAC) devices with dynamic displays can be challenging for people with aphasia. The purpose of this study was to determine which of two AAC interfaces two people with aphasia could use most efficiently and accurately. Method: The researchers used a BCB′C′ alternating treatment design to provide device-use instruction to two people with severe aphasia regarding two personalised AAC interfaces that had different navigation layouts but identical content. One interface had static buttons for homepage and go-back features, and the other interface had static buttons in a navigation ring layout. Throughout treatment, the researchers monitored participants' mastery patterns regarding navigation efficiency and accuracy when locating target messages. Results: Participants' accuracy and efficiency improved with both interfaces given intervention; however, the navigation ring layout appeared more transparent and better facilitated navigation than the homepage layout. Conclusions: People with aphasia can learn to navigate computerised devices; however, interface layout can substantially affect the efficiency and accuracy with which they locate messages.Implications for RehabilitationGiven intervention incorporating errorless learning principles, people with chronic aphasia can learn to navigate across multiple device levels to locate target sentences.Both navigation ring and homepage interfaces may be used by people with aphasia.Some people with aphasia may be more consistent and efficient in finding target sentences using the navigation ring interface than the homepage interface. Additionally, the navigation ring interface may be more transparent and easier for people with aphasia to master-that is, they may require fewer intervention sessions to learn to navigate the navigation ring interface.Generalisation of learning may result from use of the navigation ring interface. Specifically, people with aphasia may improve navigation with the homepage interface as a result of instruction on the navigation interface, but not vice versa. © 2014 Informa UK Ltd.",AAC; Aphasia; Augmentative communication,adult; aphasia; article; communication aid; equipment design; human; learning; male; Adult; Aphasia; Communication Aids for Disabled; Equipment Design; Humans; Learning; Male,Article,Scopus,2-s2.0-84893967231,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,DynaVox Maestro ,Aphasia,2
211,"Adams K.D., Cook A.M.",Programming and controlling robots using scanning on a speech generating communication device: A case study,2013,Technology and Disability,10.3233/TAD-140397,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84900399584&doi=10.3233%2fTAD-140397&partnerID=40&md5=9a22e4f7a01b48db218d8d4431af8056,"BACKGROUND: Programming Lego Mindstorms robots is used for problem-based learning in science. Children with physical disabilities and complex communication needs may be limited in their ability to participate. OBJECTIVES: To involve a 12 year old student with cerebral palsy in programming Lego robots in the classroom by using her speech generating device (SGD). To evaluate the effectiveness and efficiency of using the two-switch scanning mode on the SGD for programming. METHODS: The participant tested classmates' robot programs using infrared on her SGD, and she accessed the programming software via a customized mouse manipulation page. Her participation in programming activities was measured with Goal Attainment Scaling, descriptive observations, and measures of effectiveness and efficiency. RESULTS: The participant progressed from observing classmates to independently testing robot programs in the classroom. In individualized sessions she wrote a simple program, with support. Limitations in scanning led to unwanted cursor movements and long task times. CONCLUSIONS: The participant actively participated in the robot programming activity. Actually programming was better suited to individual instruction because of her scanning inefficiency. Using the SGD for robot control affords the potential to also discuss concepts, but this novice user did not yet have the skills to utilize this aspect. © 2013 - IOS Press and the authors. All rights reserved.",Augmentative and alternative communication (AAC); Lego Robots; mouse emulation; scanning; speech generating devices (SGD); usability,adolescent; article; assistive technology device; case report; cerebral palsy; clinical effectiveness; communication aid; communication software; computer system; disease severity; female; human; human computer interaction; patient participation; physical disability; robotics; speech generating communication device; task performance,Article,Scopus,2-s2.0-84900399584,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,SGD,"Cerebral palsy, Children",1
212,"Smith J.L., McCarthy J.W., Benigno J.P.",The effect of high-tech AAC system position on the joint attention of infants without disabilities,2009,AAC: Augmentative and Alternative Communication,10.1080/07434610902972410,https://www.scopus.com/inward/record.uri?eid=2-s2.0-75349092002&doi=10.1080%2f07434610902972410&partnerID=40&md5=1286e36a87dbdd7b7f7f0c041b2c0dbd,"Joint attention is critical for language development in children. Children with complex communication needs have additional challenges in managing their joint attention, and there is minimal information on how to reduce these demands. Sixteen infants without disabilities and their caregivers participated in a within-subjects design with two storybook reading interactions. In reading, the researcher either held a high-tech AAC system directly in front of herself (aligned with eye-gaze) or to the side (divided from eye-gaze). The frequency and duration of coordinated and passive joint attention episodes were analyzed. The aligned condition resulted in significantly greater frequency and duration of coordinated joint attention than passive joint attention in episodes involving the AAC system. Age was significantly related to frequency and duration of joint attention only in the aligned condition. Future directions and clinical implications are discussed. © 2009 Informa UK Ltd All rights reserved.",Augmentative and Alternative Communication; Joint Attention,AAC systems; Augmentative-and-alternative communication; Complex communication needs; Eye-gaze; Future directions; Joint Attention; Language development; Minimal information; Passive joints; Human rehabilitation engineering; aging; analysis of variance; article; attention; caregiver; communication aid; female; human; human relation; infant; male; psychologic test; reading; reproducibility; time; Aging; Analysis of Variance; Attention; Caregivers; Communication Aids for Disabled; Female; Humans; Infant; Interpersonal Relations; Male; Psychological Tests; Reading; Reproducibility of Results; Time Factors,Article,Scopus,2-s2.0-75349092002,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,Speaking Dynamically Software ,Children,16
213,"Fink R., Bartlett M., Lowery J., Linebarger M., Schwartz M.",Aphasic speech with and without SentenceShaper®: Two methods for assessing informativeness,2008,Aphasiology,10.1080/02687030701800792,https://www.scopus.com/inward/record.uri?eid=2-s2.0-45949084956&doi=10.1080%2f02687030701800792&partnerID=40&md5=1a824a3698188bde4051d7b57194b0bd,"Background: SentenceShaper® (SSR) is a computer program that is for speech what a word-processing program is for written text; it allows the user to record words and phrases, play them back, and manipulate them on-screen to build sentences and narratives. A recent study demonstrated that when listeners rated the informativeness of functional narratives produced by chronic aphasic speakers with and without the program they gave higher informativeness ratings to the language produced with the aid of the program (Bartlett, Fink, Schwartz, & Linebarger, 2007). Bartlett et al. (2007) also compared unaided (spontaneous) narratives produced before and after the aided version of the narrative was obtained. In a subset of comparisons, the sample created after was judged to be more informative; they called this ""topic-specific carryover"". Aims: (1) To determine whether differences in informativeness that Bartlett et al.'s listeners perceived are also revealed by Correct Information Unit (CIU) analysis (Nicholas & Brookshire, 1993)-a well studied, objective method for measuring informativeness-and (2) to demonstrate the usefulness of CIU analysis for samples of this type. Methods & Procedures: A modified version of the CIU analysis was applied to the speech samples obtained by Bartlett et al. (2007). They had asked five individuals with chronic aphasia to create functional narratives on two topics, under three conditions: Unaided (""U""), Aided (""SSR""), & Post-SSR Unaided (""Post-U""). Here, these samples were analysed for differences in % CIUs across conditions. Linear associations between listener judgements and CIU measures were evaluated with bivariate correlations and multiple regression analysis. Outcomes & Results: (1) The aidedeffect was confirmed: samples produced with SentenceShaper had higher % CIUs, in most cases exceeding 90%. (2) There was little evidence of topic-specific carryover. (3) CIU measures and listener ratings correlated strongly. Conclusions: That the percentage of CIUs was higher in SSR-aided samples than in unaided samples confirms the central finding in Bartlett et al. (2007), based on subjective judgements, and thus extends the evidence that aided effects from SentenceShaper are demonstrable across a range of measures, stimuli and participants (cf. Linebarger, Schwartz, Romania, Kohn, & Stephens, 2000). The data also attest to the effectiveness of the CIU analysis for quantifying differences in the informativeness of aphasic speech with and without SentenceShaper; and they support prior studies that have shown that CIU measures correlate with the informativeness ratings of unfamiliar listeners.",AAC; Aphasia; Functional communication; Informativeness; Sentenceshaper,adult; aphasia; automatic speech recognition; chronic disease; clinical article; computer aided design; computer language; computer program; conference paper; correlation function; female; fluency disorder; human; information processing; language; language processing; male; narrative; speech analysis; verbal communication,Conference Paper,Scopus,2-s2.0-45949084956,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,Sentence Shaper,Aphasia,5
